PMID,PMC ID,Title,Author(s),Abstract,Date of Publication,Date of Electronic Publication,round-A_Agent1_output,round-A_Agent1_reasoning,round-A_Agent1_score,round-A_Agent1_certainty,round-A_Agent2_output,round-A_Agent2_reasoning,round-A_Agent2_score,round-A_Agent2_certainty,round-B_Agent3_output,round-B_Agent3_complications
32761113,,Crushing deutetrabenazine for treatment of tardive dyskinesia in a patient with severe orofacial symptoms: A case report.,Wietholter JP||Sizemore J||Piechowski K,"PURPOSE: Tardive dyskinesia (TD) is a hyperkinetic movement disorder that results from exposure to dopamine receptor antagonists and/or first- and second-generation antipsychotics. While cessation of the offending agent(s) through early detection is recommended, TD symptoms may be irreversible and require further treatment. Deutetrabenazine is approved by the Food and Drug Administration for treatment of persistent TD. Irreversible orofacial dyskinesia, a common affliction in TD, can progress to severe oropharyngeal dysphagia requiring alternate means of nutrition and medication delivery. Enteral administration of crushed deutetrabenazine has not been studied, and its use to treat TD in patients who cannot take medications by mouth has not been reported previously. SUMMARY: A 38-year-old female patient with a history of bipolar I disorder and TD secondary to atypical antipsychotic exposure developed worsening athetosis, hyperkinesia, and severe orofacial dyskinesia after initiation of ziprasidone. The patient had no improvement after discontinuation of atypical antipsychotics and required percutaneous endoscopic gastrostomy (PEG) placement for nutrition due to persistent aspiration and inability to tolerate oral nutrition. Despite a lack of information regarding administration of crushed deutetrabenazine tablets via PEG, that form of therapy was initiated and resulted in improvement of TD symptoms without noticeable adverse effects. CONCLUSION: TD can result in significant orofacial dyskinesia with impaired delivery of needed medications and nutrition. We describe a case in which a patient with severe TD and orofacial dyskinesia experienced improvement of symptoms with use of crushed deutetrabenazine. Larger studies to further evaluate use of crushed deutetrabenazine for treatment of TD are needed.",2020 Sep 4,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.', 'score': 2}","The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.",2,100,"{'reasoning': 'The article discusses the treatment of tardive dyskinesia with crushed deutetrabenazine and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses the treatment of tardive dyskinesia with crushed deutetrabenazine and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,95,,
32755119,,A rare but a serious complication: gemifloxacin induced tendinopathy.,Kanbay A||Mihcioglu I||Tekin N,"We present a case of tendon rupture and subcutaneous bleeding after administration of gemifloxacin for the treatment of lower respiratory tract infection. Fluoroquinolone-induced tendinopathy is a rare but increasingly acknowledged adverse effect of this group of antibiotics. Most of the cases occur in the Achilles tendon and can lead to tendon rupture. Possible predisposing risk factors include steroid use, patients with renal failure or kidney transplantation, old age and being an athlete.",2020 Jul,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations. Therefore it does not meet the criteria.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations. Therefore it does not meet the criteria.,2,100,"{'reasoning': 'The article discusses complications related to gemifloxacin, an antibiotic, rather than complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 90}","The article discusses complications related to gemifloxacin, an antibiotic, rather than complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,90,,
32699879,PMC8246933,Phage Therapy for Limb-threatening Prosthetic Knee Klebsiella pneumoniae Infection: Case Report and In Vitro Characterization of Anti-biofilm Activity.,Cano EJ||Caflisch KM||Bollyky PL||Van Belleghem JD||Patel R||Fackler J||Brownstein MJ||Horne B||Biswas B||Henry M||Malagon F||Lewallen DG||Suh GA,"BACKGROUND: Prosthetic joint infection (PJI) is a potentially limb-threatening complication of total knee arthroplasty. Phage therapy is a promising strategy to manage such infections including those involving antibiotic-resistant microbes, and to target microbial biofilms. Experience with phage therapy for infections associated with retained hardware is limited. A 62-year-old diabetic man with a history of right total knee arthroplasty 11 years prior who had suffered multiple episodes of prosthetic knee infection despite numerous surgeries and prolonged courses of antibiotics, with progressive clinical worsening and development of severe allergies to antibiotics, had been offered limb amputation for persistent right prosthetic knee infection due to Klebsiella pneumoniae complex. Intravenous phage therapy was initiated as a limb-salvaging intervention. METHODS: The patient received 40 intravenous doses of a single phage (KpJH46Phi2) targeting his bacterial isolate, alongside continued minocycline (which he had been receiving when he developed increasing pain, swelling, and erythema prior to initiation of phage therapy). Serial cytokine and biomarker measurements were performed before, during, and after treatment. The in vitro anti-biofilm activity of KpJH46Phi2, minocycline and the combination thereof was evaluated against a preformed biofilm of the patient's isolate and determined by safranin staining. RESULTS: Phage therapy resulted in resolution of local symptoms and signs of infection and recovery of function. The patient did not experience treatment-related adverse effects and remained asymptomatic 34 weeks after completing treatment while still receiving minocycline. A trend in biofilm biomass reduction was noted 22 hours after exposure to KpJH46Phi2 (P = .063). The addition of phage was associated with a satisfactory outcome in this case of intractable biofilm-associated prosthetic knee infection. Pending further studies to assess its efficacy and safety, phage therapy holds promise for treatment of device-associated infections.",2021 Jul 1,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses phage therapy for a prosthetic knee infection and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses phage therapy for a prosthetic knee infection and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,95,,
32690141,,Low dose ruxolitinib plus HLH-94 protocol: A potential choice for secondary HLH.,Wang H||Gu J||Liang X||Mao X||Wang Z||Huang W,"Hemophagocytic lymphohistiocytosis (HLH) is an immune-mediated syndrome resulting in cytokine storm. The uncontrolled cytokine storm leads to significant tissue damage and potentially life-threatening multiorgan failure. Conventional first-line treatment for HLH included HLH-94 protocol or HLH-2004 protocol. However, up to 30% of patients do not respond to first-line therapy. We reported 3 cases of secondary HLH/macrophage activation syndrome which were caused by lymphoma (2 cases) and adult-onset still's disease. They received low dose ruxolitinib plus HLH-94 protocol, and had rapid response to treatment without obvious adverse effects. Following the treatment, there was improvement seen in several disease markers, including fever, fibrinogen, serum ferritin, and liver function tests. Our report indicated that treatment with low dose ruxolitinib plus HLH-94 protocol might be a potential choice for secondary HLH, and clinical trials warrants to be further investigated in this treatment regimen.",2020 Jan,20190227.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses treatment options for secondary HLH and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses treatment options for secondary HLH and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,95,,
32683394,PMC7386550,Myocardial Bridging: A Case Presentation of Atypical Chest Pain Syndrome in a Young Woman.,Duymun S||Misodi E,"BACKGROUND Myocardial bridging, although frequent, is often a forgotten cause of angina. It is a congenital anomaly in which the coronary artery tunnels through the myocardium with the overlying muscle, termed a myocardial bridge. The tunneled artery is prone to increased myocardial compression, mechanical load, endothelial damage, and vascular remodeling. During myocardial systole, the tunneled artery undergoes narrowing caused by myocardial compression, which leads to disruption of blood flow, thereby precipitating angina, arrhythmias, infarction, and sudden cardiac death. CASE REPORT Here, we present a case of a 29-year-old white woman who presented with atypical left-sided achy chest pain, occurring primarily at rest. Further evaluation showed mildly elevated troponins, with normal electrocardiogram, chest x-ray, and CTA chest. She subsequently underwent coronary angiography and was found to have myocardial bridging of her left anterior descending artery, with compression of up to 40% during systole. She was initially treated with diltiazem, but due to adverse effects was transitioned to metoprolol succinate, which she has tolerated well. CONCLUSIONS Myocardial bridging, although benign in nature, carries a vast array of complications requiring these patients to undergo prompt diagnosis and treatment. Vascular spasm, wall stress of the tunneled artery, and intensity of systolic constriction coupled with any delay in management can lead to ischemia, infarction, dysrhythmias, and death. Therefore, it is imperative that patients who have low clinical suspicion for atherosclerosis but who are presenting with anginal equivalents undergo coronary angiography to assess for myocardial bridging and receive immediate treatment.",2020 Jul 19,20200719.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.', 'score': 2}","The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.",2,100,"{'reasoning': 'The article discusses myocardial bridging and its complications, but it does not address complications or adverse effects of vaccinations against COVID-19, which is the specific focus of the scoring task.', 'score': 2, 'certainty': 90}","The article discusses myocardial bridging and its complications, but it does not address complications or adverse effects of vaccinations against COVID-19, which is the specific focus of the scoring task.",2,90,,
32683270,,The synthetic cannabinoid 5F-MDMB-PICA: A case series.,Kleis J||Germerott T||Halter S||Heroux V||Roehrich J||Schwarz CS||Hess C,"5F-MDMB-PICA has been detected in products sold on the internet as well as in biological samples since 2016. It is associated with serious adverse health and behavioral effects and even death. Herein we report on twelve cases with proven 5F-MDMB-PICA consumption, including three fatalities, four cases of driving under the influence of drugs and five other criminal acts. In these cases, 5F-MDMB-PICA was detected in postmortem blood or serum. Concentrations ranged from 0.1-16ng/mL. In some blood (serum) and urine samples, the hydrolysis metabolite of 5F-MDMB-PICA (M12) could also be detected. In this case series, co-consumption with other drugs occurred in 9 of 12 cases, most commonly alcohol, cannabis and other contemporary SCs. In five cases, 4F-MDMB-BINACA was also detected. The described cases demonstrate various adverse effects that might be associated with 5F-MDMB-PICA. Observed physical adverse effects were mainly balance deficiencies and ocular effects such as reddened conjunctivae, glassy eyes and delayed or unresponsive pupil light reactions. Observed mental and behavioral effects were mainly changing moods, aggression, confusion, erratic behavior, mental leaps, disorientation, slowed reaction, logorrhea and slurred speech. Due to the fast changing market of synthetic cannabinoids, data on such new appearing substances are basically scarce. Because of the limited number of studies on pharmacological properties of synthetic cannabinoids, reports of findings in human samples along with corresponding case history descriptions can be valuable for the interpretation of upcoming routine cases.",2020 Sep,20200710.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore it does not meet the criteria.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore it does not meet the criteria.,2,100,"{'reasoning': 'The article discusses the adverse effects of the synthetic cannabinoid 5F-MDMB-PICA, not complications or adverse effects of vaccinations against COVID-19, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses the adverse effects of the synthetic cannabinoid 5F-MDMB-PICA, not complications or adverse effects of vaccinations against COVID-19, thus it does not meet the criteria.",2,95,,
32667905,PMC7386831,Tigecycline-Induced Severe Hypoglycemia in a Non-Diabetic Individual: A Case Report and Brief Review of Tigecycline-Induced Severe Hypoglycemia.,Ray A||Sharma S||Atal S||Sadasivam B||Jhaj R,"BACKGROUND Tigecycline is a broad-spectrum antibiotic belonging to the glycylcycline class. Hypoglycemia is a rare adverse effect associated with its use. We report a case of multiple episodes of severe hypoglycemia in a non-diabetic patient on treatment with tigecycline for cellulitis following snake bite. CASE REPORT A 45-years-old male was admitted with cellulitis of left leg due to snake bite with sepsis, acute kidney injury, and disseminated intravascular coagulation. A transtracheal aspirate culture showed infection with Klebsiella pneumoniae, and parenteral tigecycline was started based on the drug-sensitivity testing results. Multiple severe hypoglycemic episodes occurred, with persistently low blood glucose levels in the subsequent days. Tigecycline was stopped at the physician's discretion due to completion of the recommended course of treatment. The blood glucose levels continued to remain either below or on the lower end of the normal range before it started rising gradually. Tigecycline was again started based on another drug-sensitivity testing. A total of 4 episodes of hypoglycemia occurred over the next 2 days, and tigecycline was stopped prematurely. The patient's condition gradually improved with no more hypoglycemic episodes, and he was finally discharged. CONCLUSIONS We report a non-diabetic patient of cellulitis following snake bite who suffered from tigecycline-induced severe hypoglycemic episodes that persisted for a prolonged period of time. After a thorough search of the published literature, we could not find such a case of severe and sustained hypoglycemia due to tigecycline in an individual without diabetes and not on any hypoglycemic agent.",2020 Jul 15,20200715.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19, it focuses on the adverse effects of the antibiotic tigecycline.', 'score': 2}","The article does not discuss complications or adverse effects of vaccinations against COVID19, it focuses on the adverse effects of the antibiotic tigecycline.",2,100,"{'reasoning': 'The input item discusses severe hypoglycemia induced by tigecycline in a non-diabetic patient, which is unrelated to complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 95}","The input item discusses severe hypoglycemia induced by tigecycline in a non-diabetic patient, which is unrelated to complications or adverse effects of COVID-19 vaccinations.",2,95,,
32657872,,Sequential Duo-Peptide Receptor Radionuclide Therapy With Indigenous 90Y-DOTATATE and 177Lu-DOTATATE in Large-Volume Neuroendocrine Tumors: Posttherapy Bremsstrahlung and PET/CT Imaging Following 90Y-DOTATATE Treatment.,Parghane RV||Mitra A||Upadhye T||Rakshit S||Banerjee S||Basu S,"The efficacy of Lu-DOTATATE in large neuroendocrine tumors (NETs) is reduced because of the lower energy (Ebetamax 0.497 MeV) and shorter range of Lu. The pure beta-emitter Y with its longer beta range is more effective in larger tumors. This should be balanced with the greater risk of Y-DOTATATE-related nephrotoxicity. Sequential duo-peptide receptor radionuclide therapy may result in a better response with minimal adverse effects in large-volume heterogeneous NETs. A 56-year-old man with large rectal NET liver metastases, treated with Y-DOTATATE and Lu-DOTATATE and sequential duo-peptide receptor radionuclide therapy, presented with post-Y-DOTATATE bremsstrahlung and PET/CT in comparison with Ga-DOTATATE PET/CT and Lu-DOTATATE scans.",2020 Sep,,"{'certainty': 100, 'reasoning': 'The article does not meet the criteria because it discusses radionuclide therapy for neuroendocrine tumors, not complications or adverse effects of COVID-19 vaccinations.', 'score': 2}","The article does not meet the criteria because it discusses radionuclide therapy for neuroendocrine tumors, not complications or adverse effects of COVID-19 vaccinations.",2,100,"{'reasoning': 'The article discusses the efficacy and treatment methods for neuroendocrine tumors, specifically focusing on radionuclide therapy, and does not address complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 95}","The article discusses the efficacy and treatment methods for neuroendocrine tumors, specifically focusing on radionuclide therapy, and does not address complications or adverse effects of COVID-19 vaccinations.",2,95,,
32635742,,"Esomeprazole During Pregnancy and Lactation: Esomeprazole Levels in Maternal Serum, Cord Blood, Breast Milk, and the Infant's Serum.",Saito J||Yakuwa N||Sandaiji N||Kawasaki H||Kaneko K||Suzuki T||Yamatani A||Sago H||Murashima A,"Background: Esomeprazole is the S-isomer of omeprazole and is used to treat stomach acid-related diseases. Most data regarding the safety of esomeprazole during pregnancy are derived from studies on omeprazole, and the data characterizing esomeprazole transfer across the placenta and excretion into breast milk are limited. In this report, we discuss the safety of esomeprazole with reference to drug concentrations in maternal and neonatal blood and breast milk. Materials and Methods: After the patient provided informed consent, esomeprazole concentrations in maternal serum, breast milk, cord blood, and infant's serum were measured after 10 mg of maternal oral esomeprazole administration. Case Report: A 34-year-old female diagnosed with rheumatoid arthritis received esomeprazole before and during pregnancy and lactation. The esomeprazole concentration in cord blood was 40% of the level in maternal serum. At 12 hours after delivery (23.2 hours after dose), omeprazole was not detected in the infant's serum. In breast milk, esomeprazole concentrations at 0.7, 4.0, and 8.2 hours after the last dose were 10.5, 19.6, and 3.0 ng/mL, respectively, and esomeprazole was not detected at 10 hours after maternal administration. The calculated daily infant dose of esomeprazole through breast milk was 0.003 mg/[kg.day]. The infant demonstrated normal developmental progress and no detectable drug-related adverse effects. Discussion and Conclusions: Exposure to esomeprazole through placenta and breast milk was not clinically relevant in the infant. Further studies are needed to evaluate any harmful effects after exposure to esomeprazole in utero or during breastfeeding after esomeprazole treatment.",2020 Sep,20200707.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses the safety and pharmacokinetics of esomeprazole during pregnancy and lactation, but it does not address complications or adverse effects related to COVID-19 vaccinations, which is the specified focus for scoring.', 'score': 2, 'certainty': 95}","The article discusses the safety and pharmacokinetics of esomeprazole during pregnancy and lactation, but it does not address complications or adverse effects related to COVID-19 vaccinations, which is the specified focus for scoring.",2,95,,
32619151,,Docetaxel-induced acute myositis: a case report with review of literature.,Wongsaengsak S||Quirch M||Ball S||Sultan A||Jahan N||Elmassry M||Rehman S,"Docetaxel is an anti-microtubule agent and a highly effective treatment of locally advanced and metastatic breast cancer. There are several adverse effects associated with docetaxel, such as myelosuppression, peripheral neuropathy, fluid retention, and asthenia. One of the most well-known side-effects of this medication is mild to moderate myalgia. Here, we report a case of a 49-year-old female with stage 3 breast cancers who developed severe acute myositis following docetaxel use. The mechanism of docetaxel-induced myositis remains unclear; however, physicians still need to be aware of the possibility of this complication in patients with cancer and a history of exposure to this medication.",2021 Apr,20200703.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.', 'score': 2}","The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.",2,100,"{'reasoning': 'The article discusses complications related to docetaxel, a cancer treatment, rather than complications or adverse effects of COVID-19 vaccinations, which is the specified focus of the scoring task.', 'score': 2, 'certainty': 90}","The article discusses complications related to docetaxel, a cancer treatment, rather than complications or adverse effects of COVID-19 vaccinations, which is the specified focus of the scoring task.",2,90,,
32603469,PMC7328077,Percutaneous Closure of Paravalvular Leak from a Rocking Mitral Valve in a 74-Year-Old Man at High Surgical Risk.,Corrigan Iii FE||Iturbe JM||Lerakis S||Kamioka N||Babaliaros VC||Clements SD,"Dehiscence of a prosthetic heart valve or excessive rocking during the cardiac cycle is thought to preclude percutaneous paravalvular leak closure. However, surgical repair of paravalvular leak is associated with recurrent dehiscence and poor outcomes. We present the case of a symptomatic 74-year-old man in whom we performed percutaneous anchoring, involving multiple plugs and multimodal imaging, to stabilize a rocking mitral valve and close a substantial paravalvular leak caused by dehiscence. To our knowledge, using this technique to correct both conditions is novel.",2020 Apr 1,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses a case of percutaneous closure of a paravalvular leak in a patient with a rocking mitral valve, which is unrelated to complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 95}","The article discusses a case of percutaneous closure of a paravalvular leak in a patient with a rocking mitral valve, which is unrelated to complications or adverse effects of COVID-19 vaccinations.",2,95,,
32594464,PMC7867661,Gastroparesis Following Immune Checkpoint Inhibitor Therapy: A Case Series.,Atieh J||Sack J||Thomas R||Rahma OE||Camilleri M||Grover S,"BACKGROUND: Immune checkpoint inhibitors (ICI) have improved outcomes in patients with various malignancies; however, they can cause immune-related hepatitis and enterocolitis. Patients on ICI may also develop upper gastrointestinal symptoms and undergo measurement of gastric emptying. AIMS: Our aim was to review records of patients with gastroparesis following ICI therapy at two medical centers. METHODS: We performed a retrospective review of all patients at Mayo Clinic and Brigham and Women's/Dana-Farber Cancer Center (BWH/DFCC) who underwent gastric scintigraphy for the assessment of symptoms of gastroparesis following ICI treatment up to January 2020. Clinical presentation, medical history, laboratory evaluation, imaging, treatment, and outcomes were retrieved from the records. Gastroparesis was diagnosed as delayed gastric emptying (GE) measured by gastric scintigraphy. RESULTS: At Mayo Clinic, 2 patients (median age 59 years, 1 male [M], 1 female [F]) had delayed GE, while 4 patients (median age 53 years, 3M, 1F) had normal GE following ICI use. Of those with delayed GE (diagnosed after 38 and 2 months of ICI initiation), 1 patient was treated for non-Hodgkin's lymphoma and melanoma with ipilimumab; a second patient with breast cancer was treated with pembrolizumab. At BWH/DFCC, 2 patients (median age 56 years, 1M, 1F) had normal GE after ICI treatment, while a 62-year-old female with non-small cell lung cancer developed gastroparesis 3 months following initiation of nivolumab. CONCLUSION: This report documents gastroparesis as a potential adverse effect of ICI. Further studies should explore the potential for ICI therapy to damage anti-inflammatory macrophages that preserve the enteric neurons.",2021 Jun,20200807.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses gastroparesis as an adverse effect of immune checkpoint inhibitor therapy, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 90}","The article discusses gastroparesis as an adverse effect of immune checkpoint inhibitor therapy, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,90,,
32592964,,Radiation-Induced Spinal Cord Cavernous Malformations Associated with Medulloblastoma: Case Report and Review of the Literature.,Oishi M||Fujisawa H||Tsuchiya K||Nakajima Y,"BACKGROUND: Radiation-induced spinal cord cavernous malformations (CMs) are rare pathologies compared with radiation-induced cerebral CMs. We present a case of a radiation-induced spinal cord CM developed 31 years after radiation therapy for medulloblastoma. CASE DESCRIPTION: A 37-year-old man developed a symptomatic spinal hemorrhagic lesion 31 years after radiation therapy for medulloblastoma. Magnetic resonance imaging revealed an intramedullary cystic lesion with a fluid-fluid level in the C7 area. Surgery was performed leading to an unclear diagnosis. Two years later, the patient had a relapse and underwent a second operation, allowing a definitive diagnosis of radiation-induced spinal cord CM. This is believed to be the second case of de novo intramedullary CM formation following spinal radiation therapy for medulloblastoma. CONCLUSIONS: Radiation-induced spinal cord CMs should be recognized as a possible late adverse effect in patients treated with radiation therapy for medulloblastoma.",2020 Sep,20200624.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19; therefore, it does not meet the criteria.', 'score': 2}","The article does not discuss complications or adverse effects of vaccinations against COVID19; therefore, it does not meet the criteria.",2,100,"{'reasoning': 'The article discusses a case of radiation-induced spinal cord cavernous malformations, which is unrelated to complications or adverse effects of vaccinations against COVID-19.', 'score': 2, 'certainty': 95}","The article discusses a case of radiation-induced spinal cord cavernous malformations, which is unrelated to complications or adverse effects of vaccinations against COVID-19.",2,95,,
32554527,PMC8239263,Piperacillin/tazobactam-induced coagulopathy in a patient through a vitamin K-dependent mechanism.,Yu Z||Chen H,"Haematologic side effects associated with piperacillin/tazobactam (PTZ) treatment are rare but can be fatal. The exact mechanism by which PTZ causes haemorrhages has not been determined. We report the case of a patient who received PTZ treatment and developed a coagulopathy through a vitamin K-dependent mechanism. A 70-year-old female patient was admitted to the intensive care unit because she had a severe case of pneumonia and a pulmonary thromboembolism. Empirical antibiotic treatment using PTZ was started. Her international normalised ratio (INR) was already increased and became elevated again when PTZ was restarted. Her coagulopathy was reversed by supplementation with vitamin K. We conclude that PTZ can induce coagulopathy through a vitamin K-dependent mechanism and, to our knowledge, this is the first case report to suggest that mechanism. We suggest that patients at risk for a vitamin K deficiency should be monitored for coagulopathy when piperacillin or any other board spectrum antibiotic is administered.",2021 Jul,20200617.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19.  It focuses on coagulopathy caused by piperacillin/tazobactam.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID-19.  It focuses on coagulopathy caused by piperacillin/tazobactam.,2,100,"{'reasoning': 'The article discusses a case of coagulopathy induced by piperacillin/tazobactam, which is unrelated to COVID-19 vaccinations and their complications or adverse effects.', 'score': 2, 'certainty': 95}","The article discusses a case of coagulopathy induced by piperacillin/tazobactam, which is unrelated to COVID-19 vaccinations and their complications or adverse effects.",2,95,,
32524951,PMC7410424,Case Report: Successful Treatment with Miltefosine of Severe New World Mucosal Leishmaniasis Caused by Leishmania guyanensis.,Calvopina M||Jijon S||Serrano E||Kato H,"An 88-year-old man with mutilating mucosal leishmaniasis (ML) involving septal perforation, with granulomas in the pharynx and larynx, was treated with oral miltefosine, 50 mg three times/day for 28 days. Miltefosine, an antineoplastic agent, is considered an alternative option for the treatment of ML, showing efficacies of 75-92% in Bolivia, Brazil, and Argentina. The patient denied having previous cutaneous (CL) leishmaniasis, and no CL lesions were recognized by physical examination. Parasites obtained from mucosal lesions were identified by cytochrome b gene sequencing as Leishmania guyanensis. Clinical cure was observed 2 months posttreatment, and no evidence of reactivation was observed in the 3-year follow-up. Adverse effects such as nausea, loss of appetite, and epigastric pain were experienced during treatment with miltefosine. There is a need for improved access to miltefosine in leishmaniasis-endemic areas of Latin America and a greater awareness of ML and its treatment among physicians working in endemic countries.",2020 Aug,20200604.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses a case of mucosal leishmaniasis and its treatment with miltefosine, which is unrelated to COVID-19 vaccinations or their complications.', 'score': 2, 'certainty': 95}","The article discusses a case of mucosal leishmaniasis and its treatment with miltefosine, which is unrelated to COVID-19 vaccinations or their complications.",2,95,,
32511159,,Case Report: Posterior Uveitis after Divalent Human Papillomavirus Vaccination in an Asian Female.,Ye H||Feng H||Zhao P||Fei P,"SIGNIFICANCE: Vaccine-associated uveitis has appeared in recent years because of various vaccines, whereas cases for human papillomavirus (HPV) vaccination were rarely reported. With more and more females becoming aware of its importance and choosing HPV vaccination, much more attention should be paid on the adverse effects of it. PURPOSE: The purpose of this study was to report a rare case of posterior uveitis after divalent HPV vaccination in an Asian female. CASE REPORT: A 29-year-old woman presented with acute vision loss accompanied by symptoms of headache, tinnitus, and myalgia after the third injection of HPV vaccination. The best-corrected visual acuity dropped to 20/500 for both eyes, and optical coherence tomography revealed bilateral multifocal submacular fluid. A short course of oral prednisone as well as Ozurdex intravitreal injection resulted in the reversal of all signs and symptoms. CONCLUSIONS: Although this case resembled Harada disease, we diagnosed it as vaccine-induced uveitis rather than coincidental autoimmune disease based on the rapid response to a short course of systemic corticosteroids. Because vaccine-induced uveitis is rare and difficult to distinguish from coincidental autoimmune disease, our case reminds eye care providers to be aware of the possible association between vaccination and a Harada-like reaction and to ask appropriately directed questions when obtaining history from young patients with uveitis. Based on this case, we also suggest Ozurdex intravitreal injection as a potential therapeutic choice, especially for patients with contraindication or personal concern to systemic corticosteroid.",2020 Jun,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses a case of uveitis following HPV vaccination, which is unrelated to COVID-19 vaccinations, thus it does not meet the criteria for complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 90}","The article discusses a case of uveitis following HPV vaccination, which is unrelated to COVID-19 vaccinations, thus it does not meet the criteria for complications or adverse effects of COVID-19 vaccinations.",2,90,,
